Run,Assay Type,AvgSpotLen,Bases,Biomaterial_provider,BioProject,BioSample,Bytes,cell_line_id,cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),incubated_with_4su_for,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR2937023,RNA-Seq,50,294122300,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18507,PRJNA302818,SAMN04280444,128887261,NA18507,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439726,GSM1945964,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945964,4sU-seq of YRI individual NA18507_30min,SRP066450
SRR2937024,RNA-Seq,50,306822600,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18507,PRJNA302818,SAMN04280445,134115974,NA18507,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439727,GSM1945965,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945965,4sU-seq of YRI individual NA18507_60min,SRP066450
SRR2937025,RNA-Seq,50,693267800,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18508,PRJNA302818,SAMN04280446,301188929,NA18508,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439728,GSM1945966,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945966,4sU-seq of YRI individual NA18508_30min,SRP066450
SRR2937026,RNA-Seq,50,331412150,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18508,PRJNA302818,SAMN04280447,143662291,NA18508,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439729,GSM1945967,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945967,4sU-seq of YRI individual NA18508_60min,SRP066450
SRR2937027,RNA-Seq,52,664931748,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18510,PRJNA302818,SAMN04280448,471102783,NA18510,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439730,GSM1945968,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945968,4sU-seq of YRI individual NA18510_30min,SRP066450
SRR2937028,RNA-Seq,52,269140820,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18510,PRJNA302818,SAMN04280449,202996099,NA18510,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439731,GSM1945969,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945969,4sU-seq of YRI individual NA18510_30min,SRP066450
SRR2937029,RNA-Seq,52,550509128,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18510,PRJNA302818,SAMN04280450,394400181,NA18510,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439732,GSM1945970,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945970,4sU-seq of YRI individual NA18510_30min,SRP066450
SRR2937030,RNA-Seq,52,855283728,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18510,PRJNA302818,SAMN04280451,608124151,NA18510,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439733,GSM1945971,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945971,4sU-seq of YRI individual NA18510_60min,SRP066450
SRR2937031,RNA-Seq,52,331012552,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18510,PRJNA302818,SAMN04280399,250435400,NA18510,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439734,GSM1945972,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945972,4sU-seq of YRI individual NA18510_60min,SRP066450
SRR2937032,RNA-Seq,52,706237792,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18510,PRJNA302818,SAMN04280400,507581252,NA18510,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439735,GSM1945973,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945973,4sU-seq of YRI individual NA18510_60min,SRP066450
SRR2937033,RNA-Seq,50,659010450,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18511,PRJNA302818,SAMN04280452,301325078,NA18511,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439736,GSM1945974,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945974,4sU-seq of YRI individual NA18511_30min,SRP066450
SRR2937034,RNA-Seq,52,590384912,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18511,PRJNA302818,SAMN04280453,395204216,NA18511,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439737,GSM1945975,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945975,4sU-seq of YRI individual NA18511_30min,SRP066450
SRR2937035,RNA-Seq,52,565690060,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18511,PRJNA302818,SAMN04280394,419696996,NA18511,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439738,GSM1945976,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945976,4sU-seq of YRI individual NA18511_30min,SRP066450
SRR2937036,RNA-Seq,52,653189680,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18511,PRJNA302818,SAMN04280395,459675518,NA18511,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439739,GSM1945977,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945977,4sU-seq of YRI individual NA18511_30min,SRP066450
SRR2937037,RNA-Seq,50,800000000,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18511,PRJNA302818,SAMN04280396,362640193,NA18511,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439740,GSM1945978,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945978,4sU-seq of YRI individual NA18511_60min,SRP066450
SRR2937038,RNA-Seq,52,1179823476,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18511,PRJNA302818,SAMN04280397,793630061,NA18511,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439741,GSM1945979,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945979,4sU-seq of YRI individual NA18511_60min,SRP066450
SRR2937039,RNA-Seq,52,1067643148,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18511,PRJNA302818,SAMN04280398,795177712,NA18511,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439742,GSM1945980,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945980,4sU-seq of YRI individual NA18511_60min,SRP066450
SRR2937040,RNA-Seq,52,1271364276,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18511,PRJNA302818,SAMN04280401,898244716,NA18511,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439743,GSM1945981,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945981,4sU-seq of YRI individual NA18511_60min,SRP066450
SRR2937041,RNA-Seq,50,521862900,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18516,PRJNA302818,SAMN04280402,228026701,NA18516,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439744,GSM1945982,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945982,4sU-seq of YRI individual NA18516_30min,SRP066450
SRR2937042,RNA-Seq,50,518391200,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18516,PRJNA302818,SAMN04280403,225692414,NA18516,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439745,GSM1945983,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945983,4sU-seq of YRI individual NA18516_60min,SRP066450
SRR2937043,RNA-Seq,50,151041200,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18517,PRJNA302818,SAMN04280404,65464568,NA18517,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439746,GSM1945984,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945984,4sU-seq of YRI individual NA18517_30min,SRP066450
SRR2937044,RNA-Seq,50,625818800,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18517,PRJNA302818,SAMN04280405,273032011,NA18517,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439747,GSM1945985,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945985,4sU-seq of YRI individual NA18517_60min,SRP066450
SRR2937045,RNA-Seq,50,800000000,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18519,PRJNA302818,SAMN04280406,346387702,NA18519,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439748,GSM1945986,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945986,4sU-seq of YRI individual NA18519_30min,SRP066450
SRR2937046,RNA-Seq,50,529689100,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18519,PRJNA302818,SAMN04280407,229507345,NA18519,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439749,GSM1945987,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945987,4sU-seq of YRI individual NA18519_60min,SRP066450
SRR2937047,RNA-Seq,50,546045550,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18520,PRJNA302818,SAMN04280408,236348784,NA18520,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439750,GSM1945988,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945988,4sU-seq of YRI individual NA18520_30min,SRP066450
SRR2937048,RNA-Seq,50,127469150,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18520,PRJNA302818,SAMN04280409,54892370,NA18520,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439751,GSM1945989,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945989,4sU-seq of YRI individual NA18520_60min,SRP066450
SRR2937049,RNA-Seq,50,709881850,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18522,PRJNA302818,SAMN04280410,308293126,NA18522,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439752,GSM1945990,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945990,4sU-seq of YRI individual NA18522_30min,SRP066450
SRR2937050,RNA-Seq,52,1334553168,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18522,PRJNA302818,SAMN04280411,969902196,NA18522,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439753,GSM1945991,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945991,4sU-seq of YRI individual NA18522_30min,SRP066450
SRR2937051,RNA-Seq,52,11394292,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18522,PRJNA302818,SAMN04280412,9041056,NA18522,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439754,GSM1945992,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945992,4sU-seq of YRI individual NA18522_30min,SRP066450
SRR2937052,RNA-Seq,50,508964000,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18522,PRJNA302818,SAMN04280413,220759024,NA18522,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439755,GSM1945993,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945993,4sU-seq of YRI individual NA18522_60min,SRP066450
SRR2937053,RNA-Seq,52,742098916,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18522,PRJNA302818,SAMN04280414,541653943,NA18522,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439756,GSM1945994,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945994,4sU-seq of YRI individual NA18522_60min,SRP066450
SRR2937054,RNA-Seq,52,6373952,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18522,PRJNA302818,SAMN04280415,5084880,NA18522,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439757,GSM1945995,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945995,4sU-seq of YRI individual NA18522_60min,SRP066450
SRR2937055,RNA-Seq,50,365783900,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18852,PRJNA302818,SAMN04280416,170134496,NA18852,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439758,GSM1945996,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945996,4sU-seq of YRI individual NA18852_30min,SRP066450
SRR2937056,RNA-Seq,50,486498750,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18852,PRJNA302818,SAMN04280417,211026722,NA18852,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439759,GSM1945997,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945997,4sU-seq of YRI individual NA18852_30min,SRP066450
SRR2937057,RNA-Seq,50,642855100,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18852,PRJNA302818,SAMN04280418,296219770,NA18852,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439760,GSM1945998,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945998,4sU-seq of YRI individual NA18852_60min,SRP066450
SRR2937058,RNA-Seq,50,618603900,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18852,PRJNA302818,SAMN04280419,267937869,NA18852,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439761,GSM1945999,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1945999,4sU-seq of YRI individual NA18852_60min,SRP066450
SRR2937059,RNA-Seq,52,886123420,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18853,PRJNA302818,SAMN04280420,634677049,NA18853,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439762,GSM1946000,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946000,4sU-seq of YRI individual NA18853_30min,SRP066450
SRR2937060,RNA-Seq,52,944569548,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18853,PRJNA302818,SAMN04280421,673735914,NA18853,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439763,GSM1946001,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946001,4sU-seq of YRI individual NA18853_30min,SRP066450
SRR2937061,RNA-Seq,52,963473524,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18853,PRJNA302818,SAMN04280422,677417872,NA18853,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439764,GSM1946002,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946002,4sU-seq of YRI individual NA18853_30min,SRP066450
SRR2937062,RNA-Seq,52,790393656,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18853,PRJNA302818,SAMN04280423,565097637,NA18853,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439765,GSM1946003,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946003,4sU-seq of YRI individual NA18853_60min,SRP066450
SRR2937063,RNA-Seq,52,843171940,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18853,PRJNA302818,SAMN04280668,600222840,NA18853,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439766,GSM1946004,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946004,4sU-seq of YRI individual NA18853_60min,SRP066450
SRR2937064,RNA-Seq,52,854501492,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18853,PRJNA302818,SAMN04280669,599239868,NA18853,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439767,GSM1946005,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946005,4sU-seq of YRI individual NA18853_60min,SRP066450
SRR2937065,RNA-Seq,50,536056750,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18855,PRJNA302818,SAMN04280670,232245851,NA18855,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439768,GSM1946006,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946006,4sU-seq of YRI individual NA18855_30min,SRP066450
SRR2937066,RNA-Seq,52,538533840,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18855,PRJNA302818,SAMN04280671,373908291,NA18855,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439769,GSM1946007,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946007,4sU-seq of YRI individual NA18855_30min,SRP066450
SRR2937067,RNA-Seq,52,296068968,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18855,PRJNA302818,SAMN04280672,222866472,NA18855,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439770,GSM1946008,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946008,4sU-seq of YRI individual NA18855_30min,SRP066450
SRR2937068,RNA-Seq,52,537129112,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18855,PRJNA302818,SAMN04280673,362350125,NA18855,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439771,GSM1946009,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946009,4sU-seq of YRI individual NA18855_30min,SRP066450
SRR2937069,RNA-Seq,50,800000000,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18855,PRJNA302818,SAMN04280674,345350425,NA18855,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439772,GSM1946010,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946010,4sU-seq of YRI individual NA18855_60min,SRP066450
SRR2937070,RNA-Seq,52,521681732,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18855,PRJNA302818,SAMN04280675,361033556,NA18855,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439773,GSM1946011,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946011,4sU-seq of YRI individual NA18855_60min,SRP066450
SRR2937071,RNA-Seq,52,288507804,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18855,PRJNA302818,SAMN04280676,216547260,NA18855,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439774,GSM1946012,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946012,4sU-seq of YRI individual NA18855_60min,SRP066450
SRR2937072,RNA-Seq,52,519899016,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18855,PRJNA302818,SAMN04280677,349742384,NA18855,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439775,GSM1946013,60min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946013,4sU-seq of YRI individual NA18855_60min,SRP066450
SRR2937073,RNA-Seq,50,398588100,https://catalog.coriell.org/0/Sections/Search/Sample_Detail.aspx?Ref=NA18856,PRJNA302818,SAMN04280678,173592752,NA18856,lymphoblastoid cell line (LCL),GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1439776,GSM1946014,30min,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2016-03-29T00:00:00Z,GSM1946014,4sU-seq of YRI individual NA18856_30min,SRP066450
