IndID	Assay	Phenotype	study_accession	R1_ftp	R2_ftp	R1_aspera	R2_aspera	R1_local	R2_local	notes	IsIn1KG.Phase3	Include	RepNumber	PairedEnd
NA19096	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188069/ERR188069_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188069/ERR188069_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19098	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188243/ERR188243_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188243/ERR188243_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19099	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188188/ERR188188_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188188/ERR188188_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19102	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188367/ERR188367_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188367/ERR188367_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19107	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188423/ERR188423_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188423/ERR188423_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19108	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188261/ERR188261_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188261/ERR188261_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19113	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188221/ERR188221_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188221/ERR188221_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19114	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188178/ERR188178_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188178/ERR188178_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19116	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188234/ERR188234_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188234/ERR188234_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19117	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188365/ERR188365_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188365/ERR188365_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19118	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188066/ERR188066_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188066/ERR188066_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19119	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188030/ERR188030_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188030/ERR188030_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19121	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188109/ERR188109_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188109/ERR188109_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19129	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188444/ERR188444_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188444/ERR188444_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19130	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188471/ERR188471_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188471/ERR188471_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19131	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188170/ERR188170_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188170/ERR188170_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19137	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188072/ERR188072_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188072/ERR188072_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19138	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188306/ERR188306_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188306/ERR188306_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19141	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188193/ERR188193_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188193/ERR188193_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19143	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188459/ERR188459_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188459/ERR188459_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19144	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188064/ERR188064_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188064/ERR188064_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19146	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188104/ERR188104_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188104/ERR188104_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19147	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188184/ERR188184_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188184/ERR188184_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19149	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188451/ERR188451_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188451/ERR188451_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19150	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188093/ERR188093_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188093/ERR188093_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19152	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188225/ERR188225_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188225/ERR188225_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19153	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188460/ERR188460_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188460/ERR188460_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19159	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188427/ERR188427_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188427/ERR188427_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19160	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188232/ERR188232_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188232/ERR188232_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19171	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188055/ERR188055_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188055/ERR188055_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19172	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188422/ERR188422_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188422/ERR188422_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19175	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188211/ERR188211_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188211/ERR188211_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19184	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188103/ERR188103_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188103/ERR188103_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19185	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188183/ERR188183_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188183/ERR188183_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19189	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188292/ERR188292_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188292/ERR188292_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19190	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188322/ERR188322_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188322/ERR188322_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19197	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188129/ERR188129_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188129/ERR188129_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19198	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188174/ERR188174_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188174/ERR188174_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19200	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188440/ERR188440_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188440/ERR188440_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19201	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188275/ERR188275_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188275/ERR188275_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19204	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188042/ERR188042_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188042/ERR188042_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19206	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188363/ERR188363_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188363/ERR188363_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19207	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188454/ERR188454_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188454/ERR188454_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19209	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188434/ERR188434_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188434/ERR188434_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19210	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188392/ERR188392_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188392/ERR188392_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19213	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188131/ERR188131_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188131/ERR188131_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19214	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188209/ERR188209_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188209/ERR188209_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19222	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188207/ERR188207_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188207/ERR188207_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19223	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188284/ERR188284_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188284/ERR188284_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19225	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188421/ERR188421_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188421/ERR188421_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19235	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188390/ERR188390_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188390/ERR188390_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19236	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188037/ERR188037_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188037/ERR188037_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19247	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188463/ERR188463_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188463/ERR188463_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19248	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188364/ERR188364_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188364/ERR188364_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19256	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188120/ERR188120_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188120/ERR188120_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA19257	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188074/ERR188074_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188074/ERR188074_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20502	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188380/ERR188380_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188380/ERR188380_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20503	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188297/ERR188297_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188297/ERR188297_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20504	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188088/ERR188088_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188088/ERR188088_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20505	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188329/ERR188329_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188329/ERR188329_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20506	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188254/ERR188254_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188254/ERR188254_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20507	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188288/ERR188288_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188288/ERR188288_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20508	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188021/ERR188021_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188021/ERR188021_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20509	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188063/ERR188063_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188063/ERR188063_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20510	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188026/ERR188026_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188026/ERR188026_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20512	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188369/ERR188369_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188369/ERR188369_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20513	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188160/ERR188160_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188160/ERR188160_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20514	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188356/ERR188356_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188356/ERR188356_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20515	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188452/ERR188452_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188452/ERR188452_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20516	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188458/ERR188458_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188458/ERR188458_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20517	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188357/ERR188357_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188357/ERR188357_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20518	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188050/ERR188050_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188050/ERR188050_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20519	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188145/ERR188145_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188145/ERR188145_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20520	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188239/ERR188239_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188239/ERR188239_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20521	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188386/ERR188386_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188386/ERR188386_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20524	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188204/ERR188204_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188204/ERR188204_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20525	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188347/ERR188347_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188347/ERR188347_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20527	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188317/ERR188317_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188317/ERR188317_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20528	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188224/ERR188224_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188224/ERR188224_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
NA20529	RNA-seq	Expression.Splicing	E-GEUV-1	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188453/ERR188453_1.fastq.gz	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/ERR188453/ERR188453_2.fastq.gz	NA	NA	NA	NA	NA	TRUE	TRUE	1	TRUE
